3000	-79.775	-77.969	-79.924	-81.762	-80.895
3020	-78.232	-86.957	-79.234	-77.717	-79.625
3040	-80.687	-79.837	-79.259	-78.428	-80.248
3060	-79.493	-81.409	-80.941	-78.108	-80.099
3080	-78.098	-85.76	-79.959	-80.366	-78.748
3100	-78.63	-92.869	-78.56	-83.877	-78.938
3120	-76.964	-77.85	-80.893	-82.785	-80.562
3140	-79.443	-78.873	-78.812	-79.365	-78.771
3160	-80.496	-85.693	-80.055	-83.081	-78.455
3180	-80.982	-81.212	-80.194	-79.053	-79.098
3200	-81.782	-79.228	-77.562	-77.782	-78.443
3220	-83.518	-76.588	-80.62	-76.817	-77.835
3240	-81.95	-80.636	-81.017	-81.864	-80.497
3260	-78.318	-75.596	-79.43	-85.264	-81.959
3280	-80.761	-79.452	-79.089	-80.29	-77.935
3300	-78.993	-79.625	-79.934	-79.57	-81.063
3320	-79.883	-76.752	-80.654	-79.842	-80.622
3340	-83.431	-82.157	-82.835	-80.348	-78.527
3360	-80.042	-82.432	-80.458	-81.495	-79.052
3380	-80.036	-91.54	-79.382	-77.402	-78.603
3400	-80.469	-89.019	-79.863	-77.946	-80.567
3420	-80.074	-79.917	-80.705	-80.133	-79.616
3440	-78.064	-79.345	-78.407	-79.3	-78.405
3460	-81.671	-81.043	-80.919	-77.61	-78.657
3480	-80.749	-82.053	-79.112	-78.163	-79.307
3500	-80.06	-79.844	-81.427	-81.518	-80.524
3520	-82.973	-78.397	-82.242	-82.145	-78.683
3540	-78.924	-83.956	-81.578	-78.779	-79.848
3560	-79.463	-80.23	-78.578	-80.535	-79.353
3580	-80.687	-79.419	-80.509	-82.811	-78.899
3600	-80.726	-77.972	-78.675	-77.805	-79.403
3620	-80.399	-77.864	-80.373	-82.048	-79.458
3640	-77.755	-78.284	-77.622	-78.349	-80.381
3660	-79.25	-80.074	-79.706	-79.936	-78.646
3680	-80.064	-79.256	-80.379	-79.775	-78.683
3700	-79.809	-79.291	-79.319	-80.658	-78.794
3720	-79.812	-78.672	-80.519	-79.755	-80.671
3740	-79.28	-78.069	-78.762	-84.429	-79.519
3760	-79.216	-81.217	-79.369	-79.937	-78.873
3780	-82.82	-79.43	-81.341	-78.867	-79.651
3800	-80.02	-82.721	-79.41	-84.924	-80.162
3820	-81.348	-78.599	-80.588	-80.822	-78.538
3840	-80.847	-80.128	-79.247	-85.4	-80.69
3860	-79.997	-79.912	-80.747	-80.44	-77.955
3880	-79.518	-77.298	-80.374	-79.67	-79.623
3900	-79.211	-77.181	-79.954	-77.623	-78.361
3920	-80.305	-80.509	-79.983	-79.739	-79.752
3940	-80.118	-78.313	-82.309	-81.524	-80.073
3960	-80.478	-79.44	-80.046	-83.334	-79.244
3980	-78.502	-78.881	-82.024	-79.044	-78.552
4000	-77.368	-78.371	-78.916	-78.709	-78.487
4020	-80.34	-80.145	-78.029	-80.461	-79.734
4040	-80.07	-78.884	-80.022	-77.501	-81.596
4060	-80.981	-77.624	-79.038	-78.732	-79.843
4080	-80.753	-78.255	-81.721	-80.928	-81.4
4100	-81.071	-80.36	-79.378	-82.646	-78.77
4120	-79.642	-78.552	-80.015	-79.319	-79.33
4140	-78.51	-78.196	-79.861	-79.479	-79.478
4160	-78.742	-79.837	-77.926	-79.391	-80.34
4180	-79.314	-76.761	-80.031	-81.152	-78.659
4200	-80.372	-78.913	-79.834	-81.048	-79.029
4220	-81.603	-82.226	-81.456	-77.467	-81.138
4240	-80.074	-78.247	-78.786	-82.08	-79.267
4260	-79.878	-78.501	-79.676	-78.849	-78.467
4280	-78.991	-79.143	-82.195	-81.039	-79.137
4300	-80.678	-78.554	-80.722	-80.191	-78.562
4320	-81.385	-79.469	-78.377	-80.723	-78.697
4340	-80.76	-80.324	-77.168	-84.188	-80.076
4360	-80.966	-79.403	-81.509	-77.654	-77.922
4380	-78.518	-80.402	-79.399	-81.3	-80.054
4400	-80.757	-79.112	-81.442	-81.804	-79.501
4420	-80.079	-79.757	-79.62	-80.31	-79.125
4440	-79.3	-79.876	-78.874	-80.439	-81.201
4460	-79.453	-77.976	-82.231	-75.281	-80.807
4480	-78.072	-78.739	-78.58	-87.208	-79.85
4500	-79.32	-78.771	-79.955	-80.009	-78.595
4520	-82.587	-78.572	-79.377	-79.717	-79.671
4540	-82.336	-79.389	-80.295	-83.017	-80.232
4560	-80.818	-79.448	-77.457	-82.306	-80.278
4580	-80.441	-80.377	-78.101	-81.588	-79.962
4600	-78.67	-79.205	-81.905	-79.311	-79.255
4620	-79.334	-80.601	-80.505	-79.881	-79.522
4640	-79.376	-78.888	-79.883	-81.256	-78.623
4660	-80.006	-78.41	-78.645	-83.833	-80.029
4680	-81.176	-78.247	-78.283	-77.021	-79.486
4700	-79.745	-78.035	-78.343	-78.032	-78.536
4720	-82.141	-80.898	-79.661	-80.22	-78.729
4740	-79.945	-78.82	-80.144	-80.989	-78.026
4760	-79.916	-78.77	-81.098	-85.557	-80.507
4780	-78.28	-79.427	-80.502	-80.588	-78.832
4800	-77.899	-79.035	-80.012	-85.823	-78.669
4820	-79.619	-79.694	-79.225	-79.677	-78.645
4840	-80.106	-80.945	-79.362	-77.119	-78.435
4860	-80.291	-77.555	-80.375	-78.565	-81.156
4880	-81.718	-81.51	-81.299	-76.568	-77.079
4900	-79.922	-77.956	-79.308	-80.542	-77.928
4920	-79.576	-80.771	-79.638	-79.76	-77.169
4940	-78.432	-78.877	-79.755	-82.589	-79.565
4960	-78.323	-79.492	-82.498	-81.221	-78.35
4980	-82.024	-79.139	-77.844	-78.289	-80.088
5000	-81.808	-78.337	-81.013	-80.704	-80.149
