20	-1560.707	-11505.931	-861.497	-8021.75	-6580.011
40	-2482.204	-10098.972	-518.2	-5746.674	-8693.334
60	-2882.498	-10842.252	-2395.989	-8013.77	-8915.394
80	-3010.973	-11016.527	-1533.135	-5564.699	-6907.489
100	-3720.42	-11633.721	-814.718	-5896.51	-7382.892
120	-1426.585	-9661.858	-416.875	-5930.811	-4772.988
140	-1228.645	-10757.198	-469.718	-5419.294	-5117.445
160	-603.498	-7458.745	-334.328	-3466.853	-4199.82
180	-2054.512	-8872.37	-1158.949	-5084.676	-5582.236
200	-1456.016	-10591.677	-521.558	-6676.122	-6662.722
220	-1438.517	-6416.891	-505.691	-2910.339	-3480.428
240	-412.143	-6682.799	-688.836	-3318.311	-2964.249
260	-421.382	-3984.764	-484.448	-2527.598	-3838.392
280	-449.986	-5245.46	-308.493	-3414.264	-4770.777
300	-435.379	-6316.74	-525.584	-2201.058	-2926.237
320	-141.988	-2415.321	-200.455	-1745.04	-1795.212
340	-62.503	-3489.318	-212.944	-1373.178	-1075.855
360	-216.099	-1893.041	-164.794	-2030.817	-1922.125
380	-173.83	-2608.075	-150.208	-1229.771	-3123.673
400	-157.164	-3072.654	-219.104	-840.682	-1559.711
420	-211.359	-1519.716	-77.199	-515.903	-527.967
440	-80.53	-712.119	-112.375	-334.176	-495.551
460	-226.976	-1290.705	-253.279	-365.426	-942.427
480	-161.347	-948.861	-96.907	-555.42	-748.065
500	-92.608	-1346.311	-215.888	-289.922	-1087.357
520	-155.548	-783.467	-199.111	-285.041	-333.307
540	-105.971	-543.107	-80.729	-345.022	-539.163
560	-93.921	-384.221	-82.367	-224.903	-127.813
580	-139.882	-683.636	-79.279	-126.791	-426.39
600	-160.831	-257.598	-112.071	-134.996	-171.661
620	-120.087	-448.342	-81.145	-157.675	-362.801
640	-100.892	-218.32	-86.749	-163.553	-193.705
660	-114.309	-123.841	-83.753	-168.348	-88.827
680	-79.435	-340.486	-102.273	-210.331	-180.106
700	-132.768	-132.135	-117.213	-208.222	-109.15
720	-82.105	-157.142	-89.098	-130.395	-181.181
740	-82.394	-90.658	-96.501	-258.552	-102.793
760	-132.901	-392.694	-101.655	-246.381	-156.636
780	-110.114	-163.76	-99.761	-80.635	-153.867
800	-117.975	-130.599	-106.135	-168.165	-99.418
820	-114.057	-169.202	-81.303	-129.968	-119.678
840	-95.492	-165.946	-98.261	-98.552	-80.202
860	-76.758	-256.523	-105.165	-167.833	-83.328
880	-81.507	-228.727	-97.541	-198.5	-72.197
900	-123.456	-86.701	-96.877	-100.737	-112.137
920	-94.538	-195.999	-77.817	-155.517	-128.938
940	-122.85	-79.034	-80.553	-169.385	-75.255
960	-91.437	-115.237	-83.605	-101.426	-111.926
980	-115.021	-155.101	-75.825	-131.296	-138.832
1000	-155.706	-89.204	-89.439	-111.711	-106.623
1020	-111.222	-90.062	-82.241	-102.914	-114.54
1040	-89.044	-111.23	-78.361	-75.538	-94.704
1060	-81.289	-87.148	-78.898	-124.187	-141.232
1080	-102.485	-194.893	-79.519	-70.121	-112.076
1100	-110.13	-117.168	-82.869	-112.009	-87.833
1120	-75.909	-113.336	-89.316	-87.561	-86.359
1140	-81.316	-122.519	-118.638	-98.943	-80.555
1160	-83.824	-176.927	-83.003	-100.124	-79.078
1180	-75.188	-126.67	-86.355	-104.081	-100.929
1200	-112.537	-88.805	-78.698	-173.331	-87.787
1220	-84.432	-86.14	-86.34	-124.289	-80.564
1240	-77.872	-226.907	-107.183	-88.926	-83.926
1260	-84.911	-84.527	-79.768	-110.29	-129.128
1280	-78.32	-86.433	-80.315	-85.863	-156.678
1300	-89.815	-145.29	-82.845	-114.161	-72.746
1320	-102.104	-113.051	-76.323	-83.189	-75.661
1340	-87.276	-88.385	-80.337	-90.012	-109.754
1360	-83.971	-125.243	-78.049	-75.741	-77.417
1380	-90.51	-101.883	-94.333	-93.902	-85.145
1400	-100.251	-73.372	-80.322	-80.809	-83.098
1420	-77.527	-92.634	-99.311	-76.862	-93.272
1440	-173.937	-87.704	-78.481	-76.678	-125.603
1460	-97.443	-151.378	-79.73	-94.852	-81.064
1480	-93.521	-87.425	-78.616	-84.917	-117.018
1500	-80.857	-98.295	-81.239	-85.071	-84.938
1520	-87.135	-100.727	-76.963	-85.016	-107.467
1540	-78.766	-87.267	-84.191	-113.311	-85.692
1560	-82.466	-132.069	-81.349	-78.556	-104.798
1580	-79.099	-114.105	-79.057	-107.884	-87.291
1600	-104.323	-96.655	-84.312	-98.707	-91.225
1620	-76.391	-85.403	-82.891	-122.972	-96.572
1640	-81.052	-95.997	-80.743	-74.956	-82.658
1660	-80.139	-78.771	-78.803	-91.396	-79.549
1680	-89.415	-82.843	-89.934	-89.056	-79.763
1700	-79.437	-113.288	-79.2	-94.409	-92.497
1720	-77.507	-111.85	-81.009	-80.527	-95.119
1740	-82.472	-85.626	-78.755	-86.068	-81.457
1760	-78.239	-89.769	-80.456	-76.716	-78.697
1780	-81.705	-102.829	-81.288	-93.879	-86.005
1800	-80.484	-81.26	-76.899	-74.744	-92.455
1820	-78.668	-106.082	-89.724	-84.483	-82.192
1840	-79.92	-82.901	-79.968	-92.896	-78.779
1860	-78.198	-101.13	-78.442	-86.508	-73.365
1880	-91.368	-81.824	-82.191	-78.325	-94.71
1900	-78.95	-103.671	-76.18	-85.039	-83.284
1920	-87.158	-78.635	-81.144	-82.814	-85.124
1940	-82.258	-80.594	-82.417	-88.598	-109.471
1960	-81.909	-112.971	-82.366	-80.907	-78.537
1980	-80.918	-112.664	-82.523	-102.518	-73.506
2000	-82.657	-93.854	-79.617	-86.987	-87.772
2020	-79.549	-89.638	-78.886	-84.484	-76.371
2040	-79.57	-85.592	-80.036	-72.404	-77.778
2060	-80.405	-89.593	-83.049	-81.824	-76.197
2080	-79.117	-117.394	-80.311	-106.653	-83.885
2100	-78.5	-88.607	-78.716	-74.333	-81.42
2120	-79.594	-85.268	-81.801	-92.68	-80.013
2140	-82.086	-79.51	-79.432	-90.677	-81.699
2160	-80.229	-80.17	-78.791	-92.21	-88.549
2180	-78.562	-97.475	-78.624	-80.282	-78.796
2200	-81.41	-76.046	-78.464	-83.744	-103.971
2220	-77.532	-94.737	-80.765	-93.591	-77.997
2240	-81.198	-77.766	-79.923	-85.243	-84.342
2260	-80.105	-89.848	-76.495	-84.612	-77.574
2280	-80.609	-97.806	-79.476	-127.829	-95.877
2300	-78.731	-75.591	-81.324	-85.956	-81.541
2320	-78.395	-75.36	-81.048	-90.218	-77.712
2340	-79.375	-89.6	-79.797	-76.407	-82.506
2360	-77.985	-71.589	-78.989	-82.738	-78.245
2380	-80.252	-94.335	-80.618	-81.699	-81.069
2400	-80.701	-88.991	-82.518	-72.708	-79.451
2420	-83.188	-97.783	-76.756	-94.385	-76.251
2440	-78.122	-92.211	-80.032	-106.597	-75.323
2460	-80.266	-73.574	-80.754	-91.599	-76.997
2480	-80.406	-75.07	-81.571	-80.853	-85.094
2500	-76.789	-85.754	-79.471	-78.413	-91.881
2520	-80.163	-75.937	-81.762	-86.266	-81.522
2540	-80.503	-118.566	-81.093	-81.087	-91.139
2560	-77.08	-83.729	-79.431	-78.7	-82.263
2580	-80.895	-77.649	-81.824	-86.832	-81.933
2600	-80.452	-98.978	-80.354	-89.16	-77.332
2620	-81.263	-77.155	-80.114	-92.014	-79.054
2640	-78.985	-80.602	-81.132	-105.969	-79.147
2660	-79.201	-85.133	-79.393	-78.293	-79.941
2680	-80.124	-78.52	-81.672	-77.076	-80.277
2700	-79.744	-84.555	-78.453	-87.764	-77.822
2720	-78.558	-87.059	-78.502	-89.356	-78.55
2740	-80.663	-81.369	-80.192	-97.605	-82.696
2760	-82.124	-82.11	-81.292	-78.736	-84.071
2780	-79.838	-75.928	-78.885	-90.664	-79.137
2800	-79.561	-73.989	-80.393	-78.355	-77.962
2820	-79.808	-78.694	-77.974	-93.971	-79.259
2840	-81.588	-81.96	-80.677	-81.906	-86.134
2860	-77.74	-88.474	-81.598	-87.84	-80.623
2880	-79.427	-79.886	-80.029	-92.703	-82.84
2900	-78.569	-80.024	-77.728	-85.653	-78.342
2920	-81.417	-76.689	-79.037	-82.162	-89.301
2940	-78.958	-78.442	-79.608	-77.778	-76.847
2960	-79.235	-81.768	-77.738	-79.851	-80.326
2980	-78.009	-80.491	-81.164	-83.566	-77.412
